RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
LN21200|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|05/08/2001|11:20|0.33||||||LN|LN|RT|
LN22147|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|04/24/2002|08:55|0.34||||||LN|LN|RT|
LN24056|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|07/22/2003|09:01|0.335||||||LN|LN|RT|
LN24580|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|01/14/2004|08:56|0.379||||||LN|LN|RT|
LN24740|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|04/20/2004|08:46|0.48||||||LN|LN|RT|
LN27438|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|04/16/2008|08:55|0.356||||||LN|LN|RT|
LN33106|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.15|07/19/2016|07:50|0.299||||||LN|LN|RT|
LN33491|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.19|01/11/2017|08:14|0.298||||||LN|LN|RT|
LN33936|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.29|10/18/2017|08:04|0.305||||||LN|LN|RT|
LN35606|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/08/2020|07:28|0.3||||||LN|LN|RT|
LN22747|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|10/29/2002|09:17|0.344||||||LN|LN|RT|
LN23016|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|01/22/2003|08:16|0.335||||||LN|LN|RT|
LN25502|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|04/13/2005|09:27|0.411||||||LN|LN|RT|
LN25972|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|01/11/2006|09:14|0.334||||||LN|LN|RT|
LN25363|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|01/11/2005|10:07|0.318||||||LN|LN|RT|
LN26124|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|04/11/2006|08:19|0.369||||||LN|LN|RT|
LN26629|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|01/10/2007|09:25|0.4||||||LN|LN|RT|
LN27780|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/15/2008|09:13|0.346||||||LN|LN|RT|
LN28587|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/26/2010|10:19|0.466||||||LN|LN|RT|
LN28926|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/14/2010|08:42|0.315||||||LN|LN|RT|
LN32076|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/20/2015|09:09|0.296||||||LN|LN|RT|
LN32427|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/20/2016|09:18|0.305||||||LN|LN|RT|
LN33006|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|04/14/2016|08:11|0.302||||||LN|LN|RT|
LN34421|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/10/2018|07:46|0.3||||||LN|LN|RT|
LN34116|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.12|01/23/2018|08:52|0.299||||||LN|LN|RT|
LN31327|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.18|07/09/2014|08:13|0.3||||||LN|LN|RT|
LN31469|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.11|10/15/2014|08:51|0.3||||||LN|LN|RT|
LN29581|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.21|07/13/2011|09:23|0.332||||||LN|LN|RT|
LN23765|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|04/15/2003|07:58|0.316||||||LN|LN|RT|
LN21453|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|07/16/2001|08:36|0.35||||||LN|LN|RT|
LN25198|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.05|10/13/2004|09:16|0.312||||||LN|LN|RT|
LN27265|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/29/2008|09:25|0.302||||||LN|LN|RT|
LN31170|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.14|04/09/2014|08:49|0.3||||||LN|LN|RT|
LN34724|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.15|01/10/2019|08:50|0.302||||||LN|LN|RT|DILUTION 1:4
LN35120|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/03/2019|07:17|0.306||||||LN|LN|RT|
LN31621|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/21/2015|08:45|0.299||||||LN|LN|RT|
LN31915|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/14/2015|08:42|0.3||||||LN|LN|RT|
LN29908|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.15|04/25/2012|08:50|0.306||||||LN|LN|RT|
LN30240|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/16/2012|08:21|0.307||||||LN|LN|RT|
LN31019|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/15/2014|09:58|0.3||||||LN|LN|RT|
LN25037|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|07/14/2004|09:07|0.309||||||LN|LN|RT|
LN26294|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|07/13/2006|07:13|0.395||||||LN|LN|RT|
LN26467|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|10/04/2006|08:21|0.348||||||LN|LN|RT|
LN27607|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/16/2008|08:16|0.367||||||LN|LN|RT|
LN28756|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|04/15/2010|08:51|0.297||||||LN|LN|RT|
LN29260|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.11|01/19/2011|09:04|0.333||||||LN|LN|RT|
LN33806|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.11|07/19/2017|07:28|0.3||||||LN|LN|RT|
LN34267|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.11|04/17/2018|07:53|0.301||||||LN|LN|RT|
LN31775|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.16|04/30/2015|08:43|0.3||||||LN|LN|RT|
LN30405|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/22/2013|09:01|0.305||||||LN|LN|RT|
LN30557|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.16|04/10/2013|08:07|0.303||||||LN|LN|RT|
LN30081|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.1|07/17/2012|07:37|0.304||||||LN|LN|RT|
LN21023|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.08|10/17/2000|10:33|0.34||||||LN|LN|RT|
LN21893|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.06|01/15/2002|08:33|0.39||||||LN|LN|RT|
LN26931|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|07/24/2007|09:25|0.325||||||LN|LN|RT|
LN27950|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/21/2009|09:19|0.369||||||LN|LN|RT|
LN33322|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.16|10/19/2016|07:44|0.3||||||LN|LN|RT|
LN33626|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.18|04/19/2017|07:54|0.302||||||LN|LN|RT|
LN34558|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/17/2018|08:20|0.297||||||LN|LN|RT|
LN34857|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|04/10/2019|08:07|0.299||||||LN|LN|RT|
LN35012|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/17/2019|07:17|0.301||||||LN|LN|RT|
LN30872|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/16/2013|08:00|0.302||||||LN|LN|RT|
LN26787|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|04/18/2007|08:31|0.3||||||LN|LN|RT|
LN28108|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|04/29/2009|09:47|0.388||||||LN|LN|RT|
LN28447|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/21/2009|09:02|0.338||||||LN|LN|RT|
LN29695|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/19/2011|09:11|0.266||||||LN|LN|RT|Sample taken from ROW catwalk.
LN35329|1604|15377|LAKE TEXANA NEAR SPILLWAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/21/2020|08:44|0.299||||||LN|LN|RT|
