RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
LN27950|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.19|01/21/2009|09:19|0.369||||||LN|LN|RT|
LN28286|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.42|07/14/2009|09:21|0.331||||||LN|LN|RT|
LN29695|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.05|10/19/2011|09:11|0.266||||||LN|LN|RT|Sample taken from ROW catwalk.
LN33322|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.25|10/19/2016|07:44|0.3||||||LN|LN|RT|
LN33491|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.32|01/11/2017|08:14|0.298||||||LN|LN|RT|
LN35012|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.74|07/17/2019|07:17|0.301||||||LN|LN|RT|
LN29581|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.09|07/13/2011|09:23|0.332||||||LN|LN|RT|
LN32076|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.12|10/20/2015|09:09|0.296||||||LN|LN|RT|
LN33626|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.95|04/19/2017|07:54|0.302||||||LN|LN|RT|
LN34558|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.05|10/17/2018|08:20|0.297||||||LN|LN|RT|
LN31621|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.13|01/21/2015|08:45|0.299||||||LN|LN|RT|
LN31327|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.57|07/09/2014|08:13|0.3||||||LN|LN|RT|
LN26294|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.123|07/13/2006|07:13|0.395||||||LN|LN|RT|
LN26629|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.199|01/10/2007|09:25|0.4||||||LN|LN|RT|
LN28587|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.32|01/26/2010|10:19|0.466||||||LN|LN|RT|
LN29260|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)|<|0.05|01/19/2011|09:04|0.333||||||LN|LN|RT|
LN31469|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.13|10/15/2014|08:51|0.3||||||LN|LN|RT|
LN31915|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.15|07/14/2015|08:42|0.3||||||LN|LN|RT|
LN29908|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.72|04/25/2012|08:50|0.306||||||LN|LN|RT|
LN30081|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.27|07/17/2012|07:37|0.304||||||LN|LN|RT|
LN25663|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.66|07/13/2005|09:43|0.31||||||LN|LN|RT|
LN27099|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.17|10/23/2007|11:46|0.36||||||LN|LN|RT|
LN27780|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.23|10/15/2008|09:13|0.346||||||LN|LN|RT|
LN33106|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.41|07/19/2016|07:50|0.299||||||LN|LN|RT|
LN34421|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.06|07/10/2018|07:46|0.3||||||LN|LN|RT|
LN34857|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.38|04/10/2019|08:07|0.299||||||LN|LN|RT|
LN30872|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.05|10/16/2013|08:00|0.302||||||LN|LN|RT|
LN26467|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)|<|0.02|10/04/2006|08:21|0.348||||||LN|LN|RT|
LN26787|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.76|04/18/2007|08:31|0.3||||||LN|LN|RT|
LN26931|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.09|07/24/2007|09:25|0.325||||||LN|LN|RT|
LN28108|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.4|04/29/2009|09:47|0.388||||||LN|LN|RT|
LN28447|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.35|10/21/2009|09:02|0.338||||||LN|LN|RT|
LN35606|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.134|07/08/2020|07:28|0.3||||||LN|LN|RT|
LN30557|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.16|04/10/2013|08:07|0.303||||||LN|LN|RT|
LN25502|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.89|04/13/2005|09:27|0.411||||||LN|LN|RT|
LN29098|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)|<|0.05|10/07/2010|09:08|0.362||||||LN|LN|RT|
LN31170|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.2|04/09/2014|08:49|0.3||||||LN|LN|RT|
LN33006|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.86|04/14/2016|08:11|0.302||||||LN|LN|RT|
LN33806|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.72|07/19/2017|07:28|0.3||||||LN|LN|RT|
LN34267|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.1|04/17/2018|07:53|0.301||||||LN|LN|RT|
LN34116|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.08|01/23/2018|08:52|0.299||||||LN|LN|RT|
LN34724|1604|15377|LAKE TEXANA NEAR SPILLWAY|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.31|01/10/2019|08:50|0.302||||||LN|LN|RT|DILUTION 1:4
