RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
LN35741|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.31|10/05/2020|10:38|0.3||||||LN|LN|RT|
LN31475|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.44|10/14/2014|10:21|0.3||||||LN|LN|RT|
LN25509|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||1.06|04/12/2005|10:52|0.3||||||LN|LN|RT|
LN27272|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||7.92|01/22/2008|10:51|0.3||||||LN|LN|RT|
LN28595|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.32|01/25/2010|11:06|0.3||||||LN|LN|RT|
LN33113|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)|<|0.05|07/18/2016|10:39|0.147||||||LN|LN|RT|
LN35309|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||1.16|01/20/2020|10:39|0.3||||||LN|LN|RT|
LN31025|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||1.73|01/14/2014|11:31|0.3||||||LN|LN|RT|
LN26131|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.32|04/10/2006|09:56|0.3||||||LN|LN|RT|
LN26636|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||1.67|01/09/2007|11:09|0.3||||||LN|LN|RT|
LN33449|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.4|01/10/2017|11:25|0.3||||||LN|LN|RT|
LN34227|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.25|04/16/2018|11:08|0.3||||||LN|LN|RT|
LN34378|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.2|07/09/2018|10:51|0.3||||||LN|LN|RT|
LN33912|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)|<|0.05|10/17/2017|11:23|0.3||||||LN|LN|RT|
LN31334|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.34|07/08/2014|10:20|0.3||||||LN|LN|RT|
LN30412|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||3.46|01/21/2013|10:58|0.3||||||LN|LN|RT|TOC & Nitrate -- 1:2 dilution
LN29105|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.12|10/06/2010|10:07|0.3||||||LN|LN|RT|
LN34535|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.12|10/16/2018|10:18|0.3||||||LN|LN|RT|
LN34987|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.392|07/16/2019|09:37|0.3||||||LN|LN|RT|
LN31781|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.59|04/28/2015|11:15|0.3||||||LN|LN|RT|
LN25829|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||1.72|10/17/2005|10:55|0.378||||||LN|LN|RT|
LN25978|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.04|01/10/2006|11:48|0.3||||||LN|LN|RT|
LN26794|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.89|04/17/2007|09:54|0.3||||||LN|LN|RT|
LN28115|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||1.27|04/28/2009|10:50|0.3||||||LN|LN|RT|Could not use flow data---incorrect
LN32082|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)|<|0.05|10/19/2015|10:33|0.158||||||LN|LN|RT|
LN33636|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.57|04/25/2017|10:24|0.3||||||LN|LN|RT|
LN34834|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.71|04/09/2019|10:19|0.3||||||LN|LN|RT|
LN35581|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.113|07/07/2020|10:32|0.3||||||LN|LN|RT|
LN31921|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)|<|0.05|07/13/2015|10:30|0.3||||||LN|LN|RT|
LN29916|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||1.09|04/24/2012|10:55|0.318||||||LN|LN|RT|
LN29787|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||2.23|01/11/2012|11:04|0.3||||||LN|LN|RT|
LN25669|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)|<|0.02|07/12/2005|10:35|0.28||||||LN|LN|RT|
LN26475|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.41|10/03/2006|10:40|0.3||||||LN|LN|RT|
LN27445|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.14|04/15/2008|10:36|0.3||||||LN|LN|RT|
LN28455|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.28|10/20/2009|10:28|0.3||||||LN|LN|RT|
LN28763|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)|<|0.05|04/14/2010|10:24|0.3||||||LN|LN|RT|
LN29267|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||1.46|01/18/2011|11:08|0.3||||||LN|LN|RT|
LN34700|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.89|01/09/2019|11:11|0.3||||||LN|LN|RT|DILUTION 1:4
LN29371|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||6.84|04/19/2011|10:41|0.3||||||LN|LN|RT|
LN26301|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.17|07/12/2006|09:09|0.3||||||LN|LN|RT|
LN27102|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||1.56|10/22/2007|10:41|0.3||||||LN|LN|RT|
LN27751|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.05|10/14/2008|11:25|0.3||||||LN|LN|RT|
LN27614|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)|<|0.05|07/15/2008|10:16|0.3||||||LN|LN|RT|
LN28294|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)|<|0.05|07/13/2009|11:15|0.3||||||LN|LN|RT|
LN33761|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.22|07/18/2017|10:29|0.3||||||LN|LN|RT|
LN35098|1604A|15382|EAST MUSTANG CREEK AT FM 647|00620|NITRATE NITROGEN, TOTAL (MG/L AS N)||0.26|10/02/2019|14:50|0.3||||||LN|LN|RT|
