RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
LN20249|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.11|01/11/2000|06:27|0.3||||||LN|LN|RT|
LN23034|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.06|01/21/2003|11:56|0.3||||||LN|LN|RT|
LN23783|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.06|04/14/2003|08:29|0.355||||||LN|LN|RT|
LN25509|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.13|04/12/2005|10:52|0.3||||||LN|LN|RT|
LN26636|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.083|01/09/2007|11:09|0.3||||||LN|LN|RT|
LN28595|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/25/2010|11:06|0.3||||||LN|LN|RT|
LN28933|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/07/2010|14:35|0.3||||||LN|LN|RT|
LN33636|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.23|04/25/2017|10:24|0.3||||||LN|LN|RT|
LN34535|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/16/2018|10:18|0.3||||||LN|LN|RT|
LN30720|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.22|07/08/2013|10:47|0.3||||||LN|LN|RT|
LN30879|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/15/2013|10:46|0.3||||||LN|LN|RT|
LN20760|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.16|07/11/2000|10:02|0.3||||||LN|LN|RT|
LN22165|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|04/23/2002|09:40|0.3||||||LN|LN|RT|
LN24075|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.07|07/21/2003|09:47|0.3||||||LN|LN|RT|
LN33113|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/18/2016|10:39|0.147||||||LN|LN|RT|
LN33296|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.11|10/18/2016|15:26|0.3||||||LN|LN|RT|
LN33449|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.29|01/10/2017|11:25|0.3||||||LN|LN|RT|
LN34076|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.24|01/22/2018|11:55|0.3||||||LN|LN|RT|
LN33912|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.26|10/17/2017|11:23|0.3||||||LN|LN|RT|
LN34834|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.2|04/09/2019|10:19|0.3||||||LN|LN|RT|
LN30247|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.17|10/15/2012|10:29|0.3||||||LN|LN|RT|
LN24332|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.06|10/14/2003|13:39|0.3||||||LN|LN|RT|
LN24752|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.07|04/19/2004|09:53|0.3||||||LN|LN|RT|
LN25669|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.07|07/12/2005|10:35|0.28||||||LN|LN|RT|
LN29267|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.13|01/18/2011|11:08|0.3||||||LN|LN|RT|
LN33012|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.26|04/13/2016|09:32|0.067||||||LN|LN|RT|
LN20410|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.38|03/22/2000|10:45|0.3||||||LN|LN|RT|
LN22765|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.03|10/22/2002|09:30|0.3||||||LN|LN|RT|
LN25829|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.2|10/17/2005|10:55|0.378||||||LN|LN|RT|
LN27445|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|04/15/2008|10:36|0.3||||||LN|LN|RT|
LN27751|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/14/2008|11:25|0.3||||||LN|LN|RT|
LN32082|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.23|10/19/2015|10:33|0.158||||||LN|LN|RT|
LN35309|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/20/2020|10:39|0.3||||||LN|LN|RT|
LN31334|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.22|07/08/2014|10:20|0.3||||||LN|LN|RT|
LN29590|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.21|07/12/2011|10:31|0.3||||||LN|LN|RT|
LN26938|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.06|07/18/2007|14:29|0.3||||||LN|LN|RT|
LN27614|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/15/2008|10:16|0.3||||||LN|LN|RT|
LN28115|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.65|04/28/2009|10:50|0.3||||||LN|LN|RT|Could not use flow data---incorrect
LN29105|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/06/2010|10:07|0.3||||||LN|LN|RT|
LN32433|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/19/2016|11:03|0.176||||||LN|LN|RT|
LN34227|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.21|04/16/2018|11:08|0.3||||||LN|LN|RT|
LN35098|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/02/2019|14:50|0.3||||||LN|LN|RT|
LN35464|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|04/28/2020|09:16|0.3||||||LN|LN|RT|
LN34987|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.11|07/16/2019|09:37|0.3||||||LN|LN|RT|
LN31627|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/20/2015|10:43|0.3||||||LN|LN|RT|
LN30412|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/21/2013|10:58|0.3||||||LN|LN|RT|TOC & Nitrate -- 1:2 dilution
LN31025|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/14/2014|11:31|0.3||||||LN|LN|RT|
LN26131|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|04/10/2006|09:56|0.3||||||LN|LN|RT|
LN25978|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.06|01/10/2006|11:48|0.3||||||LN|LN|RT|
LN26301|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.05|07/12/2006|09:09|0.3||||||LN|LN|RT|
LN27957|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/20/2009|11:30|0.345||||||LN|LN|RT|
LN28455|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.11|10/20/2009|10:28|0.3||||||LN|LN|RT|
LN33761|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/18/2017|10:29|0.3||||||LN|LN|RT|
LN34378|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.2|07/09/2018|10:51|0.3||||||LN|LN|RT|
LN34700|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.2|01/09/2019|11:11|0.3||||||LN|LN|RT|DILUTION 1:4
LN31781|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.18|04/28/2015|11:15|0.3||||||LN|LN|RT|
LN29787|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.3|01/11/2012|11:04|0.3||||||LN|LN|RT|
LN21218|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.11|05/14/2001|14:30|0.3||||||LN|LN|RT|
LN21910|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.1|01/21/2002|13:15|0.3||||||LN|LN|RT|
LN22450|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.07|07/23/2002|10:38|0.3||||||LN|LN|RT|
LN24598|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.04|01/13/2004|15:14|0.3||||||LN|LN|RT|
LN25204|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.1|10/12/2004|09:58|0.349||||||LN|LN|RT|
LN26794|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.08|04/17/2007|09:54|0.3||||||LN|LN|RT|
LN27102|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/22/2007|10:41|0.3||||||LN|LN|RT|
LN28294|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/13/2009|11:15|0.3||||||LN|LN|RT|
LN35741|1604A|15382|EAST MUSTANG CREEK AT FM 647|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.13|10/05/2020|10:38|0.3||||||LN|LN|RT|
