RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
LN21850|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.04|01/21/2002|13:50|0.3||||||LN|LN|RT|
LN22970|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.04|01/21/2003|12:41|0.3||||||LN|LN|RT|
LN26266|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.03|07/12/2006|08:48|0.3||||||LN|LN|RT|
LN33080|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.16|07/18/2016|10:12|0.089||||||LN|LN|RT|
LN33634|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.21|04/25/2017|09:56|0.3||||||LN|LN|RT|
LN33759|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.16|07/18/2017|08:57|0.3||||||LN|LN|RT|
LN29342|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.25|04/19/2011|10:18|0.3||||||LN|LN|RT|
LN22103|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.06|04/23/2002|10:06|0.3||||||LN|LN|RT|
LN21073|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.12|10/18/2000|13:32|0.3||||||LN|LN|RT|
LN27076|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/22/2007|10:19|0.3||||||LN|LN|RT|
LN27413|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|04/15/2008|10:09|0.3||||||LN|LN|RT|
LN29692|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/18/2011|10:42|0.209||||||LN|LN|RT|
LN29071|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/06/2010|09:45|0.3||||||LN|LN|RT|
LN34225|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.13|04/16/2018|10:41|0.3||||||LN|LN|RT|
LN34698|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.17|01/09/2019|10:45|0.3||||||LN|LN|RT|DILUTION 1:4
LN30214|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.11|10/15/2012|10:05|0.3||||||LN|LN|RT|
LN25334|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.03|01/10/2005|11:17|0.359||||||LN|LN|RT|
LN25173|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|10/12/2004|10:38|0.286||||||LN|LN|RT|
LN26442|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.03|10/03/2006|10:16|0.3||||||LN|LN|RT|
LN26765|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|04/17/2007|10:11|0.3||||||LN|LN|RT|
LN27240|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/28/2008|16:28|0.3||||||LN|LN|RT|
LN28560|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/25/2010|10:38|0.3||||||LN|LN|RT|
LN31146|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.33|04/08/2014|09:51|0.3||||||LN|LN|RT|
LN35739|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/05/2020|10:05|0.3||||||LN|LN|RT|
LN30053|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.17|07/10/2012|09:50|0.3||||||LN|LN|RT|
LN30993|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/14/2014|11:07|0.3||||||LN|LN|RT|
LN24705|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.03|04/19/2004|10:24|0.3||||||LN|LN|RT|
LN28730|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.12|04/14/2010|09:55|0.3||||||LN|LN|RT|
LN31891|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/13/2015|10:06|0.3||||||LN|LN|RT|
LN29886|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.2|04/24/2012|10:29|0.3||||||LN|LN|RT|
LN30850|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/15/2013|10:22|0.3||||||LN|LN|RT|
LN21216|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.12|05/14/2001|15:45|0.3||||||LN|LN|RT|
LN21672|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.08|10/29/2001|13:45|0.3||||||LN|LN|RT|
LN22699|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.02|10/22/2002|10:23|0.3||||||LN|LN|RT|
LN25640|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.05|07/12/2005|10:11|0.32||||||LN|LN|RT|
LN27752|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/14/2008|10:43|0.3||||||LN|LN|RT|
LN29238|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.12|01/18/2011|10:45|0.3||||||LN|LN|RT|
LN32051|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|10/19/2015|10:08|0.093||||||LN|LN|RT|
LN33294|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.15|10/18/2016|14:39|0.3||||||LN|LN|RT|
LN34533|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.18|10/16/2018|09:35|0.3||||||LN|LN|RT|
LN33910|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.39|10/17/2017|10:58|0.3||||||LN|LN|RT|
LN35579|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/07/2020|10:09|0.3||||||LN|LN|RT|
LN31596|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.12|01/20/2015|10:17|0.3||||||LN|LN|RT|
LN30688|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.13|07/08/2013|10:24|0.3||||||LN|LN|RT|
LN29562|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.18|07/12/2011|10:04|0.3||||||LN|LN|RT|
LN24278|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.03|10/14/2003|14:26|0.3||||||LN|LN|RT|
LN25011|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.07|07/13/2004|10:03|0.3||||||LN|LN|RT|
LN26103|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.12|04/10/2006|09:29|0.298||||||LN|LN|RT|
LN25478|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.81|04/12/2005|10:27|0.316||||||LN|LN|RT|
LN26604|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.03|01/09/2007|10:46|0.3||||||LN|LN|RT|
LN34832|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|04/09/2019|09:52|0.3||||||LN|LN|RT|
LN31302|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.21|07/08/2014|09:55|0.3||||||LN|LN|RT|
LN29779|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.23|01/11/2012|10:32|0.3||||||LN|LN|RT|
LN22397|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.04|07/23/2002|11:05|0.3||||||LN|LN|RT|
LN24010|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.05|07/21/2003|10:27|0.3||||||LN|LN|RT|
LN25950|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.06|01/10/2006|11:17|0.359||||||LN|LN|RT|
LN21324|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.05|07/16/2001|11:41|0.3||||||LN|LN|RT|
LN26907|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.04|07/18/2007|14:04|0.3||||||LN|LN|RT|
LN27581|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/15/2008|09:32|0.3||||||LN|LN|RT|
LN28085|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.12|04/28/2009|10:26|0.3||||||LN|LN|RT|Could not use flow data--incorrect
LN28902|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|07/07/2010|14:05|0.3||||||LN|LN|RT|
LN32120|1604C|13654|SANDY CREEK NEAR LOUISE|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.1|01/19/2016|10:39|0.128||||||LN|LN|RT|
