"month","site_no","NO3_Estimate","NO3_Upper","NO3_Lower"
"2010-07","usgs08164000",8480.825943850265,15991.249524461004,4704.778234097473
"2010-08","usgs08164000",282.89158149637456,432.96548744511733,181.14185362766034
"2010-09","usgs08164000",28328.766325265085,54836.036755997055,15280.610872905789
"2010-10","usgs08164000",973.8465185641849,1503.7725489239106,642.2471786807872
"2010-11","usgs08164000",772.0585015334681,1180.3229921346435,506.61846242345416
"2010-12","usgs08164000",674.961382560692,1018.7949464007523,441.3239249341046
"2011-01","usgs08164000",3991.7530498138444,7323.98494549879,2274.345843806494
"2011-02","usgs08164000",652.3748919182435,988.5749543734248,427.30615761077837
"2011-03","usgs08164000",542.1375658929707,818.4453164215915,347.55654310278163
"2011-04","usgs08164000",321.89480535768155,493.46610248582675,205.76730863831028
"2011-05","usgs08164000",213.00227461299116,323.783148896767,138.05942218810463
"2011-06","usgs08164000",96.37860538195415,148.66260087706186,61.01038639806916
"2011-07","usgs08164000",39.468628682155874,63.44488931150311,22.82384322243021
"2011-08","usgs08164000",16.11842654244287,27.040759934058837,8.953458285962576
"2011-09","usgs08164000",13.060087085039719,21.84360215612054,7.315908948877608
"2011-10","usgs08164000",39.09792509957249,61.90137296367084,23.19908930871887
"2011-11","usgs08164000",95.82120339916077,146.7167298549319,61.24573800153758
"2011-12","usgs08164000",304.98631162897294,462.73849398474096,196.93904505222133
"2012-01","usgs08164000",2227.33142085084,4066.5447706126133,1279.625162315942
"2012-02","usgs08164000",2478.4336216080133,4582.913048657326,1412.598746460547
"2012-03","usgs08164000",9295.194011488818,17877.524720285834,5124.192115996061
"2012-04","usgs08164000",1047.3414545416242,1675.5195002608489,667.57472670711
"2012-05","usgs08164000",1614.9014924906555,2756.1144317618855,976.6380636986279
"2012-06","usgs08164000",81.47723963088487,124.86077825129573,51.828494329322304
"2012-07","usgs08164000",5395.869673272922,10351.461654571218,2941.1280699974354
"2012-08","usgs08164000",42.635758935015765,67.55221820784573,25.881059042243873
"2012-09","usgs08164000",355.943828694141,645.4212266922715,203.97387887019445
"2012-10","usgs08164000",251.6855769275745,406.01954690911765,158.42697825680958
