"month","site_no","TP_Estimate","TP_Upper","TP_Lower"
"2007-01","usgs08164000",15602.641431723214,18787.244062052392,12985.760949524147
"2007-02","usgs08164000",787.8449114491322,928.2871824252721,669.9607127394801
"2007-03","usgs08164000",28365.832801418135,36012.308747932104,22432.471359408646
"2007-04","usgs08164000",17869.569632150306,21472.837677597352,15023.450342461401
"2007-05","usgs08164000",61128.791680675575,73709.87909634614,50762.629805895296
"2007-06","usgs08164000",5233.2402433161815,6055.594772008151,4552.104611319043
"2007-07","usgs08164000",95129.46323258501,114278.54224383984,79381.10367794539
"2007-08","usgs08164000",3956.364034674136,4612.776856283906,3394.0801703273264
"2007-09","usgs08164000",4304.30554038468,4962.976655672102,3725.962657636803
"2007-10","usgs08164000",6328.953397780571,7523.5259564315265,5333.205524408581
"2007-11","usgs08164000",1007.4457733357668,1152.7123471666105,879.9956016023176
"2007-12","usgs08164000",678.3294743406276,769.5139304146783,597.4416171996489
"2008-01","usgs08164000",1541.0866816650134,1785.672297500124,1332.6498335755948
"2008-02","usgs08164000",1164.1465172572518,1337.4496761561868,1020.5276804081926
"2008-03","usgs08164000",3367.4454618234827,3921.7006514229424,2901.136130067431
"2008-04","usgs08164000",688.9179145274662,788.4444640895377,609.9299845282824
"2008-05","usgs08164000",381.27386936900916,437.26176266721774,337.7849196766123
"2008-06","usgs08164000",228.46672214309305,261.43429343632425,201.73583316332693
"2008-07","usgs08164000",191.76077807479055,220.13134752520995,168.0633939931462
"2008-08","usgs08164000",165.55379026621324,190.96448835146953,143.82013289699938
"2008-09","usgs08164000",970.0375061878331,1167.1674432591049,812.7105024260195
"2008-10","usgs08164000",206.43181916460554,238.47775849439995,178.88975230338662
"2008-11","usgs08164000",225.04856114533274,259.87175146552363,195.56070412641265
"2008-12","usgs08164000",120.52917505533281,137.23680410293525,106.05415702281398
"2009-01","usgs08164000",137.1551656311418,156.50136087066556,120.7227770007498
"2009-02","usgs08164000",115.46318126862253,132.00261212894026,101.87470195243405
"2009-03","usgs08164000",208.09559222675654,240.19277828517502,181.4067971252588
"2009-04","usgs08164000",16847.00155484293,21404.828059612664,13401.734965052214
"2009-05","usgs08164000",1026.7814434280706,1193.8880029892819,886.883376258565
"2009-06","usgs08164000",185.65541372851408,212.592293031279,163.4681294605809
"2009-07","usgs08164000",77.26329137213357,88.29478059694382,67.87147968525984
"2009-08","usgs08164000",10.7568428358289,12.267816025210792,9.4373437134041
"2009-09","usgs08164000",465.61891656765675,548.3794689810439,397.3521957829741
"2009-10","usgs08164000",29921.871582716227,38634.339260490415,23562.239780063755
"2009-11","usgs08164000",10421.71040358162,12921.821155595911,8474.416934782981
"2009-12","usgs08164000",12013.84156867256,14074.49433118716,10288.559810106084
"2010-01","usgs08164000",22090.10804782933,26203.531856625355,18765.68234855457
"2010-02","usgs08164000",10644.768716536943,12370.077955138247,9190.806567528029
"2010-03","usgs08164000",2076.776256375688,2389.480188341031,1821.9183462423355
"2010-04","usgs08164000",1400.5665299802988,1613.5015879782056,1233.0651937998614
"2010-05","usgs08164000",8293.84036705031,9725.61452113146,7136.895508931126
"2010-06","usgs08164000",1065.7578232502697,1226.3945400375592,933.2368706173415
"2010-07","usgs08164000",8861.19619297999,10550.581509006994,7525.120099633031
"2010-08","usgs08164000",327.7640272186974,376.4698528273681,285.9788227067228
"2010-09","usgs08164000",33436.254077238555,43156.27107937101,26393.224635137503
"2010-10","usgs08164000",744.7689253500376,862.3336987124226,647.2068573978931
"2010-11","usgs08164000",598.8651032764926,679.7778459118776,527.7705422337227
"2010-12","usgs08164000",554.046516112747,629.1991751564634,489.26863229567863
"2011-01","usgs08164000",3431.9311353702096,4001.733845364813,2947.6828163305695
"2011-02","usgs08164000",524.1291338747174,599.3430163611572,462.35394356506254
"2011-03","usgs08164000",489.5136589353233,558.4842801742304,432.4978378386261
"2011-04","usgs08164000",334.04730203233015,381.26102477529446,295.1809438311609
"2011-05","usgs08164000",262.8986664305592,300.4151508865797,232.20570848820196
"2011-06","usgs08164000",122.94099887979492,139.99843134478448,108.84430110570176
"2011-07","usgs08164000",52.71217529881026,60.012712312016085,46.53339385598024
"2011-08","usgs08164000",23.141737160254543,26.41911785145846,20.355082059409533
"2011-09","usgs08164000",20.168494889788633,23.190980148861698,17.556348295748258
"2011-10","usgs08164000",60.57699485206273,69.83047650873844,52.498094202902884
"2011-11","usgs08164000",144.36099503684693,167.19521381385533,124.57796126315368
"2011-12","usgs08164000",377.92313928865065,436.99011090879054,325.5787398120653
"2012-01","usgs08164000",2114.09211673864,2451.37554143142,1822.4452658425819
"2012-02","usgs08164000",2436.3640111138243,2840.5553571698474,2099.7645342043584
"2012-03","usgs08164000",9762.447527884811,11478.320971425162,8373.647493092347
"2012-04","usgs08164000",924.9942508746283,1069.8842858601383,803.4755225771451
"2012-05","usgs08164000",1547.3426047266207,1788.2373427045272,1345.356561274157
"2012-06","usgs08164000",119.49889730503963,138.85769535883563,103.78492192214715
"2012-07","usgs08164000",7055.989539220683,8932.696620244267,5639.233663041017
"2012-08","usgs08164000",68.47939687278236,80.74831094690772,58.495813681597745
"2012-09","usgs08164000",337.87713287995365,391.1063401557702,292.24030449650047
"2012-10","usgs08164000",341.83802886057225,408.840617081405,287.25882428962336
"2012-11","usgs08164000",16.1094769562064,18.372528684267678,14.154010943292773
"2012-12","usgs08164000",62.7949047828306,72.85370153759759,53.97878929638483
"2013-01","usgs08164000",1119.036357090016,1327.0737962736487,949.1676785175905
"2013-02","usgs08164000",125.09609877887225,142.82668268754023,109.65331557195037
"2013-03","usgs08164000",103.30006480499183,117.85670308914996,90.55197705507454
"2013-04","usgs08164000",5099.440663769021,6317.104847125669,4132.505827413149
"2013-05","usgs08164000",1264.27536196855,1516.5939354887532,1057.8493376161969
"2013-06","usgs08164000",231.24594901227542,269.63417971832433,200.0016170080998
"2013-07","usgs08164000",6.294944691344219,7.223717987594284,5.5189156026660875
"2013-08","usgs08164000",43.19962382055233,50.50166162638615,36.99433511551641
"2013-09","usgs08164000",97.70300552596034,115.9736545010746,82.84897057643765
"2013-10","usgs08164000",1013.6775306722335,1260.6419034445478,828.2881474042113
"2013-11","usgs08164000",216.3487459331565,251.75753517175264,187.193535939926
"2013-12","usgs08164000",54.213133054042444,62.178020538777204,47.30300061822872
"2014-01","usgs08164000",111.0041081042422,127.93678330112768,96.53366791501355
"2014-02","usgs08164000",76.6204343687138,87.7188294251331,67.06222723029092
"2014-03","usgs08164000",1300.525175657799,1551.0698959786955,1095.671594262185
"2014-04","usgs08164000",139.57164282205753,160.2317839343404,122.58429995192579
"2014-05","usgs08164000",10643.148510735562,13646.279989276261,8356.335579982542
"2014-06","usgs08164000",1140.432216487845,1326.451197806851,989.209052450896
"2014-07","usgs08164000",84.04777232779675,96.8221742467968,73.4219399758992
"2014-08","usgs08164000",0.5665243507178724,0.6473108911432919,0.4976624453556959
"2014-09","usgs08164000",27.296791101772033,31.869849583993684,23.65518528290905
"2014-10","usgs08164000",0.45673767891263284,0.5229195291197262,0.4004850790798639
"2014-11","usgs08164000",178.99381476707723,216.1626504414723,149.59887049883926
"2014-12","usgs08164000",100.94018062709134,117.611420362909,87.3301352319678
"2015-01","usgs08164000",508.6142497929644,597.4964779087607,435.75460688847505
"2015-02","usgs08164000",60.28675528155961,68.88466530163004,52.94805479707515
"2015-03","usgs08164000",53265.26612744783,67062.85959722284,42583.99221334666
"2015-04","usgs08164000",29278.62774396425,34866.11120223755,24746.96072215883
"2015-05","usgs08164000",29334.24020822162,34787.02622208956,24981.250947914345
"2015-06","usgs08164000",85578.57618725339,102183.6118730511,71997.50068627684
"2015-07","usgs08164000",2557.131184150303,2977.5076306235856,2208.1808131580196
"2015-08","usgs08164000",485.55377600370736,551.4483990400689,427.36702812061776
"2015-09","usgs08164000",414.3414324807912,477.350079947641,360.3206906676687
"2015-10","usgs08164000",4537.544938318399,5603.366640305711,3704.413512036477
"2015-11","usgs08164000",2440.941954538751,2842.235891290951,2107.4339636200143
"2015-12","usgs08164000",3942.3110089179136,4687.937512562803,3345.0798707416416
"2016-01","usgs08164000",5280.602065115956,6301.403855746942,4461.07503288144
"2016-02","usgs08164000",2626.0699495056424,3103.5748347651734,2225.2347157350086
"2016-03","usgs08164000",20272.464011425032,24857.371967797208,16504.624729722997
"2016-04","usgs08164000",10319.35871887947,12327.201039449676,8638.374728604558
"2016-05","usgs08164000",30073.71531738262,36207.40675665582,24967.98147982677
"2016-06","usgs08164000",22919.039463435933,27566.898112648207,19204.020792007177
"2016-07","usgs08164000",783.9703333137854,901.0904346370974,687.0708174506948
"2016-08","usgs08164000",4308.6257647919365,5151.4104004903,3633.662970753023
"2016-09","usgs08164000",637.5556620841634,733.4251398810142,554.4593850616957
"2016-10","usgs08164000",188.75027845982817,215.6260577934695,165.10433973047463
"2016-11","usgs08164000",290.94853089029016,336.48685962813306,252.35466379374643
"2016-12","usgs08164000",1161.7965224726706,1377.4216419614713,981.1415786794737
"2017-01","usgs08164000",7055.113795145205,8690.621677917345,5681.393134343172
"2017-02","usgs08164000",11475.519689527127,13854.83063096348,9453.292829624328
"2017-03","usgs08164000",3317.161194344677,3845.5122233027737,2864.371759121024
"2017-04","usgs08164000",1413.386610615544,1646.9154577280628,1216.0843774668037
"2017-05","usgs08164000",440.1755846968854,508.74731000802717,382.49850878929027
"2017-06","usgs08164000",1090.400625028388,1288.9240535398142,924.062969181495
"2017-07","usgs08164000",175.06244127778115,202.9045647849097,151.22115276463057
"2017-08","usgs08164000",163117.7799994491,216402.18855310205,121997.87171156227
"2017-09","usgs08164000",12978.064533177976,16445.494318375153,10242.128137132622
"2017-10","usgs08164000",1267.8411340662412,1451.291464171774,1108.8869809662901
"2017-11","usgs08164000",639.8668399699804,737.9235832917708,555.3385109332249
"2017-12","usgs08164000",800.5407352935158,926.0077937565002,693.4779698386303
"2018-01","usgs08164000",532.7848475035476,615.1670877138677,462.37715436133476
"2018-02","usgs08164000",827.4457792706196,960.6998998632018,712.110126680138
"2018-03","usgs08164000",1715.0398067031447,2039.4793091287459,1440.1339959683353
"2018-04","usgs08164000",1065.123605330546,1248.9856331256876,908.9264678486246
"2018-05","usgs08164000",375.4738619524073,434.81664375692,326.4219935786789
"2018-06","usgs08164000",15463.65231260763,20221.955795012957,11850.906251673434
"2018-07","usgs08164000",373.8893288528237,434.9245017994593,321.86812904196984
"2018-08","usgs08164000",102.60574328799309,118.40633823940898,89.11333085390875
"2018-09","usgs08164000",863.7453033458272,1027.8030751351257,726.348352616701
"2018-10","usgs08164000",16390.147395806867,20109.391575407684,13336.938014425947
"2018-11","usgs08164000",6854.03670806681,8108.435426685159,5784.3579653271445
"2018-12","usgs08164000",26921.64972626658,33393.800004228666,21487.07898932568
"2019-01","usgs08164000",3148.2323015266447,3668.843241492967,2689.147364102189
"2019-02","usgs08164000",3403.7341569950495,4012.377569590412,2887.325231459296
"2019-03","usgs08164000",2185.6100160473798,2565.6317967150712,1853.8237001863504
"2019-04","usgs08164000",993.4470014302527,1162.4811884838684,851.1132111927512
"2019-05","usgs08164000",9897.66146033123,11971.053209555324,8180.114018119511
"2019-06","usgs08164000",2754.9489886670194,3245.0142463879497,2340.2581822233874
"2019-07","usgs08164000",1122.1241642263215,1319.6463059210319,953.2046162427584
"2019-08","usgs08164000",137.03097069523088,159.70939244139356,117.83217912552638
"2019-09","usgs08164000",99.3037828130746,116.42827414716054,84.99840638410909
"2019-10","usgs08164000",331.1277892709665,400.19643017556825,273.65011409991945
"2019-11","usgs08164000",763.7626494560649,932.6894317092562,625.3961649401793
"2019-12","usgs08164000",109.02075621139541,127.25534728930388,93.10652103997722
"2020-01","usgs08164000",306.4744522841997,360.6290497685212,258.5673053607315
"2020-02","usgs08164000",215.479321284204,252.94721685159786,184.61630986464044
"2020-03","usgs08164000",1756.7255217543209,2134.2196350853387,1446.941793631768
"2020-04","usgs08164000",3664.2517011474847,4518.006240733174,2977.6320229819726
"2020-05","usgs08164000",3845.3891924028876,4738.835708102862,3130.564152036624
"2020-06","usgs08164000",3980.628273284493,4915.157582888625,3255.549587781544
"2020-07","usgs08164000",285.57015635707023,341.4978104584728,238.86073898075716
"2020-08","usgs08164000",40.89328305397872,48.302605613061154,34.58718878220907
"2020-09","usgs08164000",2939.0984716616044,3777.899859239462,2302.9861954496505
"2020-10","usgs08164000",68.43465945964451,81.19482098453037,57.55658146534923
"2020-11","usgs08164000",229.35300000309647,276.05454061909353,189.73575042451034
"2020-12","usgs08164000",521.3389205530668,619.295379131974,439.97176936879094
"2000-01","usgs08164525",536.3763699717476,657.5888668788064,440.3814568525713
"2000-02","usgs08164525",536.4125796818248,648.6967896879254,447.1495936020726
"2000-03","usgs08164525",576.4027030615521,690.4490597705126,485.3012160290457
"2000-04","usgs08164525",4391.830012924516,5184.084114070733,3776.876399509385
"2000-05","usgs08164525",18120.003093602394,21572.5998150483,15427.656160068575
"2000-06","usgs08164525",10903.204828569927,12823.734726641855,9329.945074137657
"2000-07","usgs08164525",1487.404780884211,1758.2840526344212,1265.5462145600413
"2000-08","usgs08164525",1259.1938242920558,1490.3766818277309,1068.3505798657923
"2000-09","usgs08164525",799.2567494279294,972.3038106297421,651.9444014785479
"2000-10","usgs08164525",1767.7768303168239,2081.2586792612306,1509.6137552724151
"2000-11","usgs08164525",38186.52961002769,44902.235933574666,32605.808995417236
"2000-12","usgs08164525",6312.118366139682,7380.358710464064,5394.832523732075
"2001-01","usgs08164525",24124.77203310248,28110.938869850415,20656.769582885536
"2001-02","usgs08164525",869.6190605116869,1009.8946197633409,753.1661103845721
"2001-03","usgs08164525",33225.9407778763,38718.94110281512,28596.21999623288
"2001-04","usgs08164525",1234.313895287885,1431.396322642003,1071.207816692508
"2001-05","usgs08164525",10759.147090587554,12645.931444934693,9218.788422525678
"2001-06","usgs08164525",970.8436341945469,1140.4271523962643,832.1125617628912
"2001-07","usgs08164525",1488.255610355519,1732.5397084515757,1282.4793061269283
"2001-08","usgs08164525",8835.00635744898,10555.398320914246,7387.153013759989
"2001-09","usgs08164525",89864.7352521958,106153.17644007708,76822.88339077632
"2001-10","usgs08164525",12960.046017505652,15009.084345658594,11202.688024644447
"2001-11","usgs08164525",10692.066451203937,12381.167858487655,9256.94755869201
"2001-12","usgs08164525",39659.34866041941,45789.36705095363,34295.41577971214
"2002-01","usgs08164525",1201.5783381697765,1378.2968044097474,1052.7646641439967
"2002-02","usgs08164525",661.9368561686908,771.0909249859944,572.2024603225548
"2002-03","usgs08164525",339.36825288685634,403.1411051232132,287.86217903325803
"2002-04","usgs08164525",11963.965022194994,14135.839116450461,10263.7576253968
"2002-05","usgs08164525",896.6690260503538,1046.3316499740606,771.2552666140215
"2002-06","usgs08164525",454.16846626707724,534.3727060315504,382.82087359404295
"2002-07","usgs08164525",35390.76801487478,40803.67659446348,30872.874982850208
"2002-08","usgs08164525",1625.5324336347073,1871.5118217889433,1422.2071897853207
"2002-09","usgs08164525",30685.690453169776,35398.42357846125,26679.646289383105
"2002-10","usgs08164525",73295.96019462026,85738.25014457009,63212.49508859643
"2002-11","usgs08164525",117852.00169738873,141263.3647768995,98844.21228877256
"2002-12","usgs08164525",56824.906187303466,65743.31732095168,49213.04139766734
"2003-01","usgs08164525",27330.025468140622,31590.805226606713,23559.860707441418
"2003-02","usgs08164525",15358.927925099702,17525.153220968372,13408.297868471118
"2003-03","usgs08164525",4723.588339091997,5394.985778490796,4157.755952022194
"2003-04","usgs08164525",2455.9105819878177,2800.225122954995,2146.9000005669823
"2003-05","usgs08164525",629.5859574970883,725.218563806583,544.0276933334892
"2003-06","usgs08164525",780.661387597319,902.2448892508663,666.5427220960626
"2003-07","usgs08164525",13947.20269489283,15897.044754546048,12234.462615199325
"2003-08","usgs08164525",295.5012658544714,341.2472309080717,254.96266892397992
"2003-09","usgs08164525",8604.529817504246,9812.686133341062,7509.9491877771225
"2003-10","usgs08164525",14785.766213794474,17031.828275681004,12877.184613190055
"2003-11","usgs08164525",11910.751820629743,13811.76827502527,10327.610917463024
"2003-12","usgs08164525",749.9536514874253,869.0905175912059,649.9772152075286
"2004-01","usgs08164525",8357.144401527226,9620.962714283727,7288.775850888807
"2004-02","usgs08164525",28472.285453818768,32493.838731434116,25016.304239458135
"2004-03","usgs08164525",16402.264552556495,18736.56921402604,14452.493511601933
"2004-04","usgs08164525",35575.205731666916,40784.06064398329,31095.971157393524
"2004-05","usgs08164525",111568.27643951538,130879.28983795643,94546.3594149873
"2004-06","usgs08164525",132647.47456116564,155610.4415965031,112981.22112858482
"2004-07","usgs08164525",29381.799032353363,34773.11924625861,24823.930460886924
"2004-08","usgs08164525",1596.1177910424713,1807.2848272355013,1396.7976204424856
"2004-09","usgs08164525",3029.2179140193875,3460.2594199600103,2614.035659478441
"2004-10","usgs08164525",15115.209397029275,17278.49714417396,13179.622584864528
"2004-11","usgs08164525",253283.2954166764,295256.8414408312,215874.56094152582
"2004-12","usgs08164525",4231.288405599621,4928.556310227159,3611.984884724233
"2005-01","usgs08164525",4786.947194785043,5450.539901048666,4192.999446524857
"2005-02","usgs08164525",49780.972790793145,56925.924850307085,43340.20983727407
"2005-03","usgs08164525",43576.27434104765,50396.42629221554,37511.69595917468
"2005-04","usgs08164525",2201.7352950512395,2515.244656925163,1932.6863252551846
"2005-05","usgs08164525",16236.778513433626,18620.551753210744,14274.539064025279
"2005-06","usgs08164525",5201.846366545024,5927.588538999182,4564.796716294844
"2005-07","usgs08164525",9198.206628111402,10555.85114811917,8045.626590754654
"2005-08","usgs08164525",1374.4855835486098,1567.5624293102107,1192.6870083202957
"2005-09","usgs08164525",1057.9188225931443,1212.2513683892803,911.2394184637141
"2005-10","usgs08164525",2849.5709762632464,3270.915047650215,2448.8625793983274
"2005-11","usgs08164525",630.2317171443171,727.7050877853999,539.3698473740775
"2005-12","usgs08164525",948.0854519898833,1096.2665056935466,811.3136121805346
"2006-01","usgs08164525",456.32434722506076,530.9129180353674,388.1109756888506
"2006-02","usgs08164525",431.90842366895896,501.10314725599505,369.3125624185078
"2006-03","usgs08164525",160.8962689641738,186.61108998828746,138.08514326076357
"2006-04","usgs08164525",262.508805506607,303.6708714999109,225.566917361065
"2006-05","usgs08164525",4942.757560287276,5798.384438758456,4175.840773862214
"2006-06","usgs08164525",1339.8464034747076,1549.0425506516337,1160.79443453095
"2006-07","usgs08164525",6593.3397679808295,7613.014885435116,5701.819592516178
"2006-08","usgs08164525",359.09076775094684,413.51542401677887,310.52158552824335
"2006-09","usgs08164525",2906.611652762718,3337.4257754730384,2487.285651744079
"2006-10","usgs08164525",20183.829291495604,23289.78539223489,17359.896886002167
"2006-11","usgs08164525",469.7616507073165,545.0012585341839,403.9357700703245
"2006-12","usgs08164525",526.7341565584065,630.8007775063845,440.23197319198437
"2007-01","usgs08164525",43961.179380757225,51304.3765711886,37801.22638865373
"2007-02","usgs08164525",2294.6202179706725,2652.935410513467,1984.1516044674522
"2007-03","usgs08164525",33422.416098453104,39330.11164536751,28623.709149413735
"2007-04","usgs08164525",17456.802181294952,20390.968101979484,15084.664443783804
"2007-05","usgs08164525",51826.83613755974,60397.985587542425,44515.608688706896
"2007-06","usgs08164525",4193.265602031914,4844.252926913529,3630.1485108760257
"2007-07","usgs08164525",149107.0359643995,175996.4678836445,125264.81425916616
"2007-08","usgs08164525",23854.840467167993,27993.286468362843,20013.40147828959
"2007-09","usgs08164525",14112.340685775227,16581.555777270114,11865.376469264824
"2007-10","usgs08164525",10413.424565555059,12066.018289059797,8941.625086378668
"2007-11","usgs08164525",3389.7302003628083,3925.038936274871,2924.667527383656
"2007-12","usgs08164525",650.221108234906,750.225225909554,564.2833626544137
"2008-01","usgs08164525",6035.128374171105,7020.772272681307,5217.837350585182
"2008-02","usgs08164525",12494.769660631418,14579.360861473817,10814.36595291359
"2008-03","usgs08164525",9756.641332189361,11421.009257626578,8428.240860111531
"2008-04","usgs08164525",1264.375093101844,1473.0937017949568,1089.679547652318
"2008-05","usgs08164525",658.4659551198466,762.8661929291004,567.588271491606
"2008-06","usgs08164525",262.95502909432764,307.8790832370437,225.8979432413359
"2008-07","usgs08164525",528.3680688528134,614.5444356212926,454.86195631277167
"2008-08","usgs08164525",344.6061942713922,399.36660439476105,297.80468124590243
"2008-09","usgs08164525",3414.0610493107265,3996.791779387916,2894.1136789414977
"2008-10","usgs08164525",617.9567405880128,716.8863104155223,534.1338169658718
"2008-11","usgs08164525",177.7440807191292,208.45416046167054,151.1615760270108
"2008-12","usgs08164525",85.25097669090836,101.98166787486737,70.52383914526067
"2009-01","usgs08164525",64.09488330344497,76.80023929420503,53.08266800667337
"2009-02","usgs08164525",60.43867622117844,72.5257755994765,50.26525824681176
"2009-03","usgs08164525",65.68686777775858,78.95438371712343,54.725093436142316
"2009-04","usgs08164525",14503.005904838848,17164.282713616994,12111.338275285765
"2009-05","usgs08164525",151.2446382705578,174.67521367794288,131.71215085744157
"2009-06","usgs08164525",62.80925572381803,73.5871291408247,53.745404855399435
"2009-07","usgs08164525",57.29920754869648,68.49384207865718,48.26562253999395
"2009-08","usgs08164525",61.90614315304954,71.87992981579569,53.43311314631506
"2009-09","usgs08164525",58.53859728756125,67.5440584272224,50.90695788219477
"2009-10","usgs08164525",23562.36796745889,27452.08386289461,20148.47530581654
"2009-11","usgs08164525",8154.962573821372,9458.844899113594,6986.854206989164
