title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Data for Texas Coastal Nutrient Input Repository,Nitrate and Total Phosphorus loading data for phase 1 of the project (Lavaca Bay),2022-11-16,NA,"nutrients, eutrophication, estuary, watershed, nitrogen, phosphorus",NA,NOAA and Texas General Land Office,Lavaca Bay,29.881154,-96.223010,28.426870,-97.374358,,2000-01-01,2020-12-31
