"Date","Flow","log1p_Flow","site_no","TP_Estimate","TP_Upper","TP_Lower"
2000-01-21,28.001,3.367295829986474,"usgs08164000",12.259319964689395,15.148175879591612,9.827685267222872
2000-01-22,28.001,3.367295829986474,"usgs08164000",12.166688401568662,15.00483430745911,9.760652405169362
2000-01-23,28.001,3.367295829986474,"usgs08164000",12.196297169794553,15.06118142484835,9.780401386000001
2000-01-24,27.000999999999994,3.332204510175204,"usgs08164000",11.775802142488265,14.557634799851739,9.441767265529258
2000-01-25,27.000999999999994,3.332204510175204,"usgs08164000",11.685151387601232,14.395752498567475,9.361848411144326
2000-01-26,27.000999999999994,3.332204510175204,"usgs08164000",11.713011818820041,14.446996491944553,9.378742348916832
2000-01-27,30.001,3.4339872044851463,"usgs08164000",13.08262314690377,16.12508855609137,10.515513648377832
2000-01-28,41.001,3.7376696182833684,"usgs08164000",18.66273834243875,23.17831866224929,15.08003676466461
2000-01-29,36.001,3.6109179126442243,"usgs08164000",18.072769653967192,22.87435428107357,14.448833256498059
2000-01-30,39.001,3.6888794541139363,"usgs08164000",18.770614409521496,23.611717208191905,15.13047141864989
2000-01-31,41.001,3.7376696182833684,"usgs08164000",20.283009783112288,25.591809934567088,16.307513172601567
2000-02-01,37.001,3.6375861597263857,"usgs08164000",18.510685037723217,23.374281275453804,14.833347972330905
2000-02-02,35.001,3.58351893845611,"usgs08164000",16.798805656695887,21.143228543368593,13.538441458212633
2000-02-03,35.001,3.58351893845611,"usgs08164000",16.41680430968934,20.49808330845267,13.195136855869432
2000-02-04,33.001,3.5263605246161616,"usgs08164000",15.394825723729804,19.187010661956755,12.370154783436
2000-02-05,32.001,3.4965075614664802,"usgs08164000",14.567209993673556,18.018456915022842,11.707447960379152
2000-02-06,32.001,3.4965075614664802,"usgs08164000",14.37469986368185,17.78419092638532,11.633898399620113
2000-02-07,31.001,3.4657359027997265,"usgs08164000",13.874586715255509,17.205933631317333,11.222143195756807
2000-02-08,30.001,3.4339872044851463,"usgs08164000",13.275873376576621,16.45687466400478,10.71337905980816
2000-02-09,29.000999999999998,3.4011973816621555,"usgs08164000",12.728163422510328,15.736995545510702,10.256447196575614
2000-02-10,29.000999999999998,3.4011973816621555,"usgs08164000",12.655847813628336,15.632610763218455,10.189188503447705
2000-02-11,29.000999999999998,3.4011973816621555,"usgs08164000",12.837096927098486,15.91757985457733,10.358290463592136
2000-02-12,28.001,3.367295829986474,"usgs08164000",12.502011109087068,15.543407917731653,10.090231026955726
2000-02-13,27.000999999999994,3.332204510175204,"usgs08164000",12.001270876416244,14.937092998009069,9.658902018156555
2000-02-14,27.000999999999994,3.332204510175204,"usgs08164000",11.93465720156438,14.803739348089854,9.610459444036557
2000-02-15,26.001,3.295836866004329,"usgs08164000",11.523928953220416,14.328141522093572,9.27165997539736
2000-02-16,26.001,3.295836866004329,"usgs08164000",11.439613167292956,14.159024618138407,9.248438732536123
